Addison’s disease,fatigue (lack of energy or motivation),entire body,darkened skin or darkened lips or gums,skin,low mood,brain,loss of appetite and unintentional weight loss,stomach,increased thirst,throat,"Addison’s disease (also known as primary adrenal insufficiency or hypoadrenalism) is a rare disorder of the adrenal glands.

The adrenal glands are two small glands that sit on top of the kidneys. They produce essential hormones: cortisol aldosterone and adrenaline.

In Addison's disease the adrenal gland is damaged and not enough cortisol and aldosterone are produced.","The condition is usually the result of a problem with the immune system which causes it to attack the outer layer of the adrenal gland (the adrenal cortex) disrupting the production of steroid hormones aldosterone and cortisol. It's not clear why this happens but it's responsible for 70-90% of cases in the UK.

Other potential causes include conditions that can damage the adrenal glands such as tuberculosis (TB) although this is uncommon in the UK.","Addison’s disease is treated with medication to replace the missing hormones. You'll need to take the medication for the rest of your life.

With treatment symptoms of Addison's disease can largely be controlled. Most people with the condition live a normal lifespan and are able to live an active life with few limitations.",https://www.nhsinform.scot/illnesses-and-conditions/glands/addisons-disease/,TRUE,30,50,TRUE,FALSE,FALSE,0,50,FALSE,FALSE,FALSE
alcoholic hepatitis,yellowing of the skin,skin,yellowing of the eyes (jaundice),eyes,loss of appetite,stomach,nausea and vomiting,mouth,Abdominal tenderness,stomach,"Alcoholic hepatitis is inflammation of the liver caused by drinking alcohol.

Alcoholic hepatitis is most likely to occur in people who drink heavily over many years. However the relationship between drinking and alcoholic hepatitis is complex. Not all heavy drinkers develop alcoholic hepatitis and the disease can occur in people who drink only moderately.

If you're diagnosed with alcoholic hepatitis you must stop drinking alcohol. People who continue to drink alcohol face a high risk of serious liver damage and death.","Alcoholic hepatitis develops when the alcohol you drink damages your liver. Just how alcohol damages the liver — and why it does so only in some heavy drinkers — isn't clear.

These factors are known to play a role in alcoholic hepatitis:
The body's process for breaking down alcohol produces highly toxic chemicals.
These chemicals trigger inflammation that destroys liver cells.
Over time scars replace healthy liver tissue interfering with liver function.
This irreversible scarring (cirrhosis) is the final stage of alcoholic liver disease.","Treatment for alcoholic hepatitis involves quitting drinking and therapies to ease the signs and symptoms of liver damage. Treatment might include:                                                       Medications
Counseling
Alcoholics Anonymous or other support groups
Outpatient or residential treatment program",https://www.mayoclinic.org/diseases-conditions/alcoholic-hepatitis/diagnosis-treatment/drc-20351394,TRUE,19,100,FALSE,FALSE,TRUE,30,50,FALSE,FALSE,TRUE
alcohol-related liver disease,loss of appetite and unintentional weight loss,stomach,yellowing of the eyes and skin (jaundice),eyes,swelling in the ankles and tummy,stomach,vomiting blood or passing blood in your stools,mouth,confusion or drowsiness,brain,"Alcohol-related liver disease (ARLD) refers to liver damage caused by excess alcohol intake. There are several stages of severity and a range of associated symptoms.

ARLD doesn't usually cause any symptoms until the liver has been severely damaged. 
","With the exception of the brain the liver is the most complex organ in the body. Its functions include:

filtering toxins from the blood
aiding digestion of food
regulating blood sugar and cholesterol levels
helping fight infection and disease
The liver is very resilient and capable of regenerating itself. Each time your liver filters alcohol some of the liver cells die.

The liver can develop new cells but prolonged alcohol misuse (drinking too much) over many years can reduce its ability to regenerate. This can result in serious and permanent damage to your liver.","There's currently no specific medical treatment for ARLD. The main treatment is to stop drinking preferably for the rest of your life. This reduces the risk of further damage to your liver and gives it the best chance of recovering.

If a person is dependent on alcohol stopping drinking can be very difficult. However support advice and medical treatment may be available through local alcohol support services.

A liver transplant may be required in severe cases where the liver has stopped functioning and doesn't improve when you stop drinking alcohol.
",https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/alcohol-related-liver-disease/,TRUE,21,100,FALSE,FALSE,FALSE,0,50,FALSE,FALSE,TRUE
allergic rhinitis,sneezing itchiness and a blocked or runny nose,nose,cold-like symptoms,throat,null,null,null,null,null,null,Allergic rhinitis is inflammation of the inside of the nose caused by an allergen such as pollen dust mould or flakes of skin from certain animals.,"Allergic rhinitis is caused by the immune system reacting to an allergen as if it were harmful.

This results in cells releasing a number of chemicals that cause the inside layer of your nose (the mucous membrane) to become swollen and excessive levels of mucus to be produced.

Common allergens that cause allergic rhinitis include pollen – this type of allergic rhinitis is known as hay fever – as well as mould spores house dust mites and flakes of skin or droplets of urine or saliva from certain animals.","It's difficult to completely avoid potential allergens but you can take steps to reduce exposure to a particular allergen you know or suspect is triggering your allergic rhinitis. This will help improve your symptoms.

If your condition is mild you can also help reduce the symptoms by taking over-the-counter medications such as non-sedating antihistamines and by regularly rinsing your nasal passages with a salt water solution to keep your nose free of irritants.",https://www.nhsinform.scot/illnesses-and-conditions/ears-nose-and-throat/allergic-rhinitis/,FALSE,0,100,FALSE,FALSE,FALSE,0,50,FALSE,FALSE,FALSE
Alzheimer's disease,confusion disorientation and getting lost in familiar places,brain,difficulty planning or making decisions,brain,problems with speech and language,brain,problems moving around without assistance or performing self-care tasks,legs,hallucinations (seeing or hearing things that aren't there) and delusions (believing things that are untrue),brain,"Alzheimer's disease is the most common type of dementia affecting an estimated 850000 people in the UK.

Dementia is a progressive neurological disease which affects multiple brain functions including memory.","The exact cause of Alzheimer's disease is unknown although a number of things are thought to increase your risk of developing the condition. These include:

increasing age
a family history of the condition
previous severe head injuries
lifestyle factors and conditions associated with cardiovascular disease","There's no cure for Alzheimer's disease but medication is available that can help relieve some of the symptoms and slow down the progression of the condition in some people.

Various other types of support are also available to help people with Alzheimer's live as independently as possible such as making changes to your home environment so it's easier to move around and remember daily tasks.

Psychological treatments such as cognitive stimulation therapy may also be offered to help support your memory problem solving skills and language ability.",https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/alzheimers-disease/,TRUE,65,100,FALSE,FALSE,FALSE,0,50,FALSE,FALSE,FALSE
Amnesia,Difficulty learning new information,brain,Difficulty remembering past events and previously familiar information,brain,problem with short term memory,brain,False memories,brain,Confusion or disorientation,brain,"Amnesia refers to the loss of memories such as facts information and experiences. Though forgetting your identity is a common plot device in movies and television that's not generally the case in real-life amnesia.

Instead people with amnesia — also called amnestic syndrome — usually know who they are. But they may have trouble learning new information and forming new memories.

Amnesia can be caused by damage to areas of the brain that are vital for memory processing. Unlike a temporary episode of memory loss (transient global amnesia) amnesia can be permanent.","Normal memory function involves many parts of the brain. Any disease or injury that affects the brain can interfere with memory.

Amnesia can result from damage to brain structures that form the limbic system which controls your emotions and memories. These structures include the thalamus which lies deep within the center of your brain and the hippocampal formations which are situated within the temporal lobes of your brain.

Amnesia caused by brain injury or damage is known as neurological amnesia. ","Treatment for amnesia focuses on techniques and strategies to help make up for the memory problem and addressing any underlying diseases causing the amnesia.  A person with amnesia may work with an occupational therapist to learn new information to replace what was lost or to use intact memories as a basis for taking in new information.

Memory training may also include different strategies for organizing information so that it's easier to remember and for improving understanding of extended conversation.

No medications are currently available for treating most types of amnesia.",https://www.mayoclinic.org/diseases-conditions/amnesia/diagnosis-treatment/drc-20353366,FALSE,1,100,FALSE,FALSE,FALSE,0,50,FALSE,FALSE,TRUE
Amyloidosis,Shortness of breath,Chest,Fatigue,entire body,Anxiety and nervousness,brain,Symptoms of the kidneys,kidney,Congestion in chest,chest,"Amyloidosis (am-uh-loi-DO-sis) is a rare disease that occurs when a substance called amyloid builds up in your organs. Amyloid is an abnormal protein that is produced in your bone marrow and can be deposited in any tissue or organ.' 'Amyloidosis can affect different organs in different people and there are different types of amyloid. Amyloidosis frequently affects the heart kidneys liver spleen nervous system and digestive tract. Severe amyloidosis can lead to life-threatening organ failure.' ""There's no cure for amyloidosis. But treatments can help you manage your symptoms and limit the production of amyloid protein.","In general amyloidosis is caused by the buildup of an abnormal protein called amyloid. Amyloid is produced in your bone marrow and can be deposited in any tissue or organ. The specific cause of your condition depends on the type of amyloidosis you have.' 'There are several types of amyloidosis. Immunoglobulin light chain amyloidosis is the most common type and can affect your heart kidneys skin nerves and liver.  Amyloidosis occurs when your bone marrow produces abnormal antibodies that can't be broken down. The antibodies are deposited in your tissues as amyloid interfering with normal function."" '","""There's no cure for amyloidosis. But treatment can help manage signs and symptoms and limit further production of amyloid protein. Specific treatments depend on the type of amyloidosis and target the source of the amyloid production."" Many of the same chemotherapy medications that treat multiple myeloma are used in amyloidosis to stop the growth of abnormal cells that produce amyloid.' 'Autologous blood stem cell transplant (ASCT) offers an additional treatment option in some cases. This procedure involves collecting your own stem cells from your blood and storing them for a short time while you have high-dose chemotherapy. The stem cells are then returned to your body via a vein.' ""ASCT is most appropriate for people whose disease isn't advanced and whose heart isn't greatly affected."" ",https://www.mayoclinic.org/diseases-conditions/amyloidosis/symptoms-causes/syc-20353178,FALSE,1,100,FALSE,FALSE,FALSE,0,50,FALSE,FALSE,FALSE
anal fissure,Pain sometimes severe during bowel movements,genitals,Pain sometimes severe during bowel movements,genitals,Bright red blood on the stool or toilet paper after a bowel movement,genitals,A visible crack in the skin around the anus,genitals,A small lump or skin tag on the skin near the anal fissure,genitals,"An anal fissure is a small tear in the thin moist tissue (mucosa) that lines the anus. An anal fissure may occur when you pass hard or large stools during a bowel movement. Anal fissures typically cause pain and bleeding with bowel movements. You also may experience spasms in the ring of muscle at the end of your anus (anal sphincter).

Anal fissures are very common in young infants but can affect people of any age. ","Common causes of anal fissure include:
Passing large or hard stools
Constipation and straining during bowel movements
Chronic diarrhea
Anal intercourse
Childbirth
","Anal fissures often heal within a few weeks if you take steps to keep your stool soft such as increasing your intake of fiber and fluids. Soaking in warm water for 10 to 20 minutes several times a day especially after bowel movements can help relax the sphincter and promote healing.
If your symptoms persist you'll likely need further treatment. Your doctor may recommend topical anesthetic creams externally applied nitroglycerin (Rectiv) or Botox injection. If you have a chronic anal fissure that is resistant to other treatments or if your symptoms are severe your doctor may recommend surgery. ",https://www.mayoclinic.org/diseases-conditions/anal-fissure/diagnosis-treatment/drc-20351430,FALSE,1,100,FALSE,FALSE,FALSE,0,50,FALSE,FALSE,FALSE
Anal fistula,Pain of the anus,genitals,Sharp abdominal pain,stomach,Blood in stool,genitals,Rectal bleeding,genitals,Low back cramps or spasms,entire body,Anal fistula is the medical term for an infected tunnel that develops between the skin and the muscular opening at the end of the digestive tract (anus).' 'Most anal fistulas are the result of an infection that starts in an anal gland. This infection results in an abscess that drains spontaneously or is drained surgically through the skin next to the anus. The fistula then forms a tunnel under the skin and connects with the infected gland.' 'Surgery is usually needed to treat anal fistula.',Anal fistulas are the result of an infection that starts in an anal gland. This infection results in an abscess that drains spontaneously or is drained surgically through the skin next to the anus.,Surgery is usually needed to treat anal fistula.',https://www.mayoclinic.org/diseases-conditions/anal-fistula/symptoms-causes/syc-20352871,FALSE,1,100,FALSE,FALSE,FALSE,0,50,FALSE,FALSE,FALSE
Anemia,Fatigue,entire body,Weakness,entire body,Dizziness,brain,Shortness of breath,chest,Nosebleed,nose,"""Anemia is a condition in which you lack enough healthy red blood cells to carry adequate oxygen to your body's tissues. Having anemia can make you feel tired and weak."" 'There are many forms of anemia each with its own cause. Anemia can be temporary or long term and it can range from mild to severe. See your doctor if you suspect that you have anemia. It can be a warning sign of serious illness.' 'Treatments for anemia range from taking supplements to undergoing medical procedures. You might be able to prevent some types of anemia by eating a healthy varied diet.'","""Anemia occurs when your blood doesn't have enough red blood cells."" '' 'Red blood cells contain hemoglobin  an iron-rich protein that gives blood its red color. Hemoglobin enables red blood cells to carry oxygen from your lungs to all parts of your body and to carry carbon dioxide from other parts of the body to your lungs to be exhaled.' 'Most blood cells including red blood cells are produced regularly in your bone marrow  a spongy material found within the cavities of many of your large bones. To produce hemoglobin and red blood cells your body needs iron vitamin B-12 folate and other nutrients from the foods you eat.' 'Different types of anemia have different causes. ""Iron deficiency anemia is the most common type of anemia is caused by a shortage of iron in your body. Your bone marrow needs iron to make hemoglobin. Without adequate iron your body can't produce enough hemoglobin for red blood cells."" 'Without iron supplementation this type of anemia occurs in many pregnant women. It is also caused by blood loss such as from heavy menstrual bleeding and ulcer cancer .' 'Besides iron your body needs folate and vitamin B-12 to produce enough healthy red blood cells. A diet lacking in these and other key nutrients can cause decreased red blood cell production.' ""Also some people who consume enough B-12 aren't able to absorb the vitamin. This can lead to vitamin deficiency anemia also known as pernicious anemia."" ""","Anemia treatment depends on the cause.'  Treatment  usually involves taking iron supplements and changing your diet.' 'If the cause of iron deficiency is loss of blood  other than from menstruation  the source of the bleeding must be located and the bleeding stopped. This might involve surgery.' Treatment for folic acid and vitamin C deficiency involves dietary supplements and increasing these nutrients in your diet.' ""If your digestive system has trouble absorbing vitamin B-12 from the food you eat you might need vitamin B-12 shots. At first you might have the shots every other day. Eventually you'll need shots just once a month possibly for life depending on your situation.""",https://www.mayoclinic.org/diseases-conditions/anemia/symptoms-causes/syc-20351360,FALSE,1,100,FALSE,FALSE,FALSE,0,50,TRUE,FALSE,FALSE
