arthritis,joint pain,legs,inflammation in and around the joints,legs,restricted movement of the joints,legs,stiffness in joints,legs,redness over joints,legs,Arthritis is a common condition that causes pain and inflammation in a joint.,"The two most common types of arthritis are: osteoarthritis and 
rheumatoid arthritis.  Osteoarthritis initially affects the smooth cartilage lining of the joint. This makes movement more difficult than usual leading to pain and stiffness. Once the cartilage lining starts to roughen and thin out the tendons and ligaments have to work harder. This can cause swelling and the formation of bony spurs called osteophytes. Severe loss of cartilage can lead to bone rubbing on bone altering the shape of the joint and forcing the bones out of their normal position. The most commonly affected joints are those in the: hands spine knees hips.             Rheumatoid arthritis occurs when the body's immune system targets affected joints which leads to pain and swelling. The outer covering (synovium) of the joint is the first place affected. This can then spread across the joint leading to further swelling and a change in the joint's shape. This may cause the bone and cartilage to break down.","There's no cure for arthritis but there are many treatments that can help slow down the condition.

For osteoarthritis medications are often prescribed including:painkillers
non-steroidal anti-inflammatory drugs (NSAIDs) corticosteroids.          Treatment for rheumatoid arthritis aims to slow down the condition's progress and minimise joint inflammation or swelling. This is to try and prevent damage to the joints. Recommended treatments include:

analgesics (painkillers)
disease modifying anti-rheumatic drugs (DMARDs) – a combination of treatments is often recommended
physiotherapy 
regular exercise 
In severe cases the following surgical procedures may be recommended:
arthroplasty (joint replacement)
arthodesis (joint fusion)
osteotomy (where a bone is cut and re-aligned). ",https://www.nhsinform.scot/illnesses-and-conditions/muscle-bone-and-joints/conditions/arthritis/,TRUE,40,100,FALSE,FALSE,FALSE,0.00,50.00,FALSE,FALSE,FALSE
asthma,wheezing/whistling sound while breathing,throat,shortness of breath,chest,tightness of chest,chest,coughing,throat,breathing faster,chest,"Asthma is a common long-term condition that can cause coughing wheezing chest tightness and breathlessness.

The severity of these symptoms varies from person to person. Asthma can be controlled well in most people most of the time although some people may have more persistent problems.

Occasionally asthma symptoms can get gradually or suddenly worse. This is known as an 'asthma attack' although doctors sometimes use the term 'exacerbation'.

Severe attacks may require hospital treatment and can be life threatening although this is unusual.","Asthma is caused by inflammation of the small tubes called bronchi which carry air in and out of the lungs. If you have asthma the bronchi will be inflamed and more sensitive than normal.

When you come into contact with something that irritates your lungs – known as a trigger – your airways become narrow the muscles around them tighten and there is an increase in the production of sticky mucus (phlegm).  Asthma may also be triggered by substances (allergens or chemicals) inhaled while at work.  The reason why some people develop asthma is not fully understood although it is known that you are more likely to develop it if you have a family history of the condition.","While there is no cure for asthma there are a number of treatments that can help control the condition.

Treatment is based on two important goals which are: relieving symptoms and
preventing future symptoms and attacks.
For most people this will involve the occasional – or more commonly daily – use of medications usually taken using an inhaler. However identifying and avoiding possible triggers is also important.",https://www.nhsinform.scot/illnesses-and-conditions/lungs-and-airways/asthma/#about-asthma,FALSE,1,100,FALSE,FALSE,FALSE,0.00,50.00,FALSE,FALSE,FALSE
benign prostate enlargement,difficulty starting urination,genitals,frequent need to urinate,genitals,difficulty fully emptying the bladder,genitals,strain to pass urine,genitals,cause sudden need to urinate,genitals,"Benign prostate enlargement (BPE) also known as benign prostatic hyperplasia (BPH) is a condition that affects older men. It's particularly common in men over 50 years of age and isn't usually a serious threat to health. The prostate is a small gland found only in men located in the pelvis between the penis and bladder. It's involved in the production of semen.

The prostate produces a thick white fluid that's made into a thinner liquid by a protein called prostate-specific antigen (PSA). The liquid is then mixed with sperm produced by the testicles to create semen.

If the prostate becomes enlarged it can place pressure on the bladder and urethra (the tube through which urine passes). This can affect how you pass urine.                                                                                                    Benign prostate enlargement can sometimes lead to complications such as a urinary tract infection (UTI) or acute urinary retention. The symptoms of benign prostate enlargement are similar to those of other conditions including prostate cancer. Therefore doctor will make sure that symptoms aren't caused by cancer.",The exact cause of benign prostate enlargement is unknown but research suggests that hormones probably play an important role in the condition's development.  One theory is that as some men get older the levels of a type of hormone called dihydrotestosterone (DHT) increases which may stimulate the growth of the prostate.  Another theory suggests that two hormones testosterone and oestrogen play a role. Younger men produce high levels of testosterone and much smaller levels of oestrogen. But as men get older their levels of testosterone decrease which means they then have a higher proportion of oestrogen in their body. It's been suggested that the relative increase in oestrogen may stimulate prostate growth.,"Treatment for an enlarged prostate is determined by the severity of your symptoms.

If you have mild to moderate symptoms you won't receive any immediate medical treatment but you'll have regular check-ups to carefully monitor your prostate.

You'll probably also be advised to make lifestyle changes such as limiting your caffeine and alcohol intake and exercising regularly to see if they improve your symptoms.

As well as lifestyle changes medication is usually recommended to treat moderate to severe symptoms of benign prostate enlargement. Finasteride and dutasteride are medications that are commonly used.  Alpha blockers may also be prescribed. They help to relax your bladder muscles making it easier to pass urine. Tamsulosin and alfuzosin are two alpha blockers commonly used to treat benign prostate enlargement.

Surgery is usually only recommended for moderate to severe symptoms of benign prostate enlargement that have failed to respond to medication.",https://www.nhsinform.scot/illnesses-and-conditions/kidneys-bladder-and-prostate/benign-prostate-enlargement/#about-benign-prostate-enlargement,TRUE,50,100,TRUE,TRUE,FALSE,0.00,50.00,FALSE,FALSE,FALSE
breast cancer,lump or area of thickened breast tissue,breast,hange in the size or shape of one or both breasts,breast,discharge from either of the nipples,breast,a lump or swelling in either of your armpits,breast,a rash on or around the nipple,breast,Breast cancer is the most common type of cancer women. Most women who get it (8 out of 10) are over 50 but younger women and in rare cases men can also get breast cancer. If it's treated early enough breast cancer can be prevented from spreading to other parts of the body.Breast pain alone isn't a symptom of breast cancer. ,"The causes of breast cancer aren't fully understood making it difficult to say why one woman may develop breast cancer and another may not.

However there are risk factors that are known to affect your likelihood of developing breast cancer such as age family history exposure to oestrogen obesity tallness breast density and hormone replacement therapy. ","If cancer is detected at an early stage it can be treated before it spreads to nearby parts of the body.

Breast cancer is treated using a combination of surgery chemotherapy and radiotherapy. Surgery is usually the first type of treatment you'll have followed by chemotherapy or radiotherapy or in some cases hormone or biological treatments.",https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/breast-cancer-female/#about-breast-cancer,TRUE,50,100,TRUE,FALSE,FALSE,0.00,50.00,FALSE,FALSE,TRUE
bronchitis,cough with thick yellow-grey mucus (phlegm),throat,sore throat,throat,runny blocked nose,nose,headache,head,fever,entire body,"Bronchitis is an infection of the main airways of the lungs (bronchi) causing them to become irritated and inflamed.

The main symptom is a cough which may bring up yellow-grey mucus (phlegm). Bronchitis may also cause a sore throat and wheezing.","The bronchi are the main airways in your lungs which branch off on either side of your windpipe (trachea). They lead to smaller and smaller airways inside your lungs known as bronchioles.

The walls of the bronchi produce mucus to trap dust and other particles that could otherwise cause irritation.

Most cases of acute bronchitis develop when an infection causes the bronchi to become irritated and inflamed which causes them to produce more mucus than usual. Your body tries to shift this extra mucus through coughing.

Smoking is the most common cause of chronic bronchitis. Over time tobacco smoke can cause permanent damage to the bronchi causing them to become inflamed.","Most cases of bronchitis do not require treatment from a GP and the symptoms can be easily managed at home.

There is no cure for chronic bronchitis but healthy living will help. In particular you should stop smoking if you smoke.     If you have bronchitis: get plenty of rest drink lots of fluids – this helps prevent dehydration and thins the mucus in your lungs making it easier to cough up
treat headaches fever and aches and pains with paracetamol or ibuprofen – although ibuprofen is not recommended if you have asthma.  If you are prescribed antibiotics for bronchitis it is likely to be a five-day course of amoxicillin oxytetracycline or doxycycline.                                  Chronic bronchitis is treated in the same way as chronic obstructive pulmonary disease (COPD). A type of medication called mucolytics can be used to make mucus easier to cough up and an exercise programme known as pulmonary rehabilitation can help you cope better with your symptoms
Stopping smoking is also very important if you have been diagnosed with chronic bronchitis.",https://www.nhsinform.scot/illnesses-and-conditions/lungs-and-airways/bronchitis/#treating-bronchitis,FALSE,1,100,FALSE,FALSE,FALSE,0.00,50.00,FALSE,TRUE,FALSE
cervical cancer,vaginal bleeding after sex or menopause,genitals,pain and discomfort during sex,genitals,unpleasant smelling vaginal discharge,genitals,blood in urine,genitals,loss of bladder control,genitals,"Cervical cancer is a type of cancer that develops in a woman's cervix (the entrance to the womb from the vagina).

Cancer of the cervix often has no symptoms in its early stages. If you do have symptoms the most common is unusual vaginal bleeding which can occur after sex in between periods or after the menopause.

Abnormal bleeding doesn't mean that you definitely have cervical cancer but it should be investigated by your GP as soon as possible. If your GP thinks you might have cervical cancer you should be referred to see a specialist within two weeks.","Almost all cases of cervical cancer are caused by the human papilloma virus (HPV). HPV is a very common virus that can be passed on through any type of sexual contact with a man or a woman.

There are more than 100 different types of HPV many of which are harmless. However some types of HPV can cause abnormal changes to the cells of the cervix which can eventually lead to cervical cancer.

Two strains of the HPV virus (HPV 16 and HPV 18) are known to be responsible for 70% of all cases of cervical cancer. These types of HPV infection don't have any symptoms so many women won't realise they have the infection.

However it's important to be aware that these infections are relatively common and most women who have them don't develop cervical cancer.

Using condoms during sex offers some protection against HPV but it can't always prevent infection because the virus is also spread through skin-to-skin contact of the wider genital area.","If cervical cancer is diagnosed at an early stage it's usually possible to treat it using surgery. In some cases it's possible to leave the womb in place but it may need to be removed. The surgical procedure used to remove the womb is called a hysterectomy.

Radiotherapy is an alternative to surgery for some women with early-stage cervical cancer. In some cases it's used alongside surgery.

More advanced cases of cervical cancer are usually treated using a combination of chemotherapy and radiotherapy.

Some of the treatments used can have significant and long-lasting side effects including early menopause and infertility.",https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/cervical-cancer/#about-cervical-cancer,TRUE,30,100,TRUE,FALSE,FALSE,0.00,50.00,FALSE,FALSE,FALSE
chest infection,persistent cough,throat,coughing up yellow or green phlegm (thick mucus) or coughing up blood,throat,breathlessness,chest,wheezing,throat,high fever,entire body,"Chest infections are common especially after a cold or flu during autumn and winter.

Although most are mild and get better on their own some can be serious or even life-threatening. Apart from given symptoms you may also experience more general symptoms of an infection such as a headache fatigue sweating loss of appetite or joint and muscle pain.","A chest infection is an infection of the lungs or airways. The main types of chest infection are bronchitis and pneumonia.

Most bronchitis cases are caused by viruses whereas most pneumonia cases are due to bacteria.

These infections are usually spread when an infected person coughs or sneezes. This launches tiny droplets of fluid containing the virus or bacteria into the air where they can be breathed in by others.

The infections can also be spread to others if you cough or sneeze onto your hand an object or a surface and someone else shakes your hand or touches those surfaces before touching their mouth or nose.","Many chest infections aren't serious and get better within a few days or weeks. You won't usually need to see your GP unless your symptoms suggest you have a more serious infection.

You can recover at home and improve your symptoms by:
getting plenty of rest
drinking lots of fluid to prevent dehydration and to loosen the mucus in your lungs making it easier to cough up
treating headaches fever and aches and pains with painkillers – such as paracetamol or ibuprofen
drinking a warm drink of honey and lemon – to relieve a sore throat caused by persistent coughing
raising your head up with extra pillows while you're sleeping – to make breathing easier
using an air humidifier or inhaling steam from a bowl of hot water – to ease your cough (hot water shouldn't be used to treat young children with a cough due to the risk of scalds)
stopping smoking. Your GP will usually only prescribe antibiotics if they think you have pneumonia or you're at risk of complications such as fluid building up around the lungs                                                                                                 Your GP will usually only prescribe antibiotics if they think you have pneumonia or you're at risk of complications such as fluid building up around the lungs. If there's a flu outbreak in your local area and you're at risk of serious infection your GP may also prescribe antiviral medication.",https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/chest-infection/,FALSE,1,100,FALSE,FALSE,FALSE,0.00,50.00,FALSE,TRUE,TRUE
common cold,sore throat,throat,runny or blocked nose,nose,sneezing,nose,coughing,throat,headache,head,"A cold is a mild viral infection of the nose throat sinuses and upper airways. It's very common and usually clears up on its own within a week or two. You only really need to contact your GP if:
your symptoms persist for more than three weeks
your symptoms get suddenly worse
you have breathing difficulties
you develop complications of a cold such as chest pain or coughing up bloodstained mucus.","You can catch the virus from an infectious person by:

touching an object or surface contaminated by infected droplets and then touching your mouth nose or eyes
touching the skin of someone who has the infected droplets on their skin and then touching your mouth nose or eyes
inhaling tiny droplets of fluid that contain the cold virus – these are launched into the air when an infected person coughs or sneezes
Colds spread most easily among groups of people in constant close contact such as families and children in school or day care facilities. They're also more frequent during the winter although it's not clear exactly why.

A number of different viruses can cause a cold so it's possible to have several colds one after the other as each one may be caused by a different virus.","There's no cure for a cold but you can look after yourself at home by:
resting drinking plenty of fluids and eating healthily
taking over-the-counter painkillers such as paracetamol or ibuprofen to reduce any fever or discomfort
using decongestant sprays or tablets to relieve a blocked nose
trying remedies such as gargling salt water and sucking on menthol sweets
Many painkillers and decongestants are available from pharmacies without a prescription. They're generally safe for older children and adults to take but might not be suitable for babies young children pregnant women people with certain underlying health conditions and those taking certain other medications. ",https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/common-cold/,FALSE,1,100,FALSE,FALSE,FALSE,0.00,50.00,FALSE,FALSE,FALSE
conjuctivitis,redness of eyes,eyes,itching and watering in eyes,eyes,burning sensation in eyes,eyes,feeling of grit in eyes,eyes,sticky coatig on eyelashes,eyes,"Conjunctivitis is a common condition that causes redness and inflammation of the thin layer of tissue that covers the front of the eye (the conjunctiva).

People often refer to conjunctivitis as red eye. Conjunctivitis can affect one eye at first but usually affects both eyes after a few hours.","The conjunctiva can become inflamed as a result of:

a bacterial or viral infection – this is known as infective conjunctivitis
an allergic reaction to a substance such as pollen or dust mites – this is known as allergic conjunctivitis
the eye coming into contact with things that can irritate the conjunctiva such as shampoo or chlorinated water or a loose eyelash rubbing against the eye – this is known as irritant conjunctivitis","Treatment isn't usually needed for conjunctivitis because the symptoms often clear up within a couple of weeks. If treatment is needed the type of treatment will depend on the cause. In severe cases antibiotic eye drops can be used to clear the infection.

Irritant conjunctivitis will clear up as soon as whatever is causing it is removed.

Allergic conjunctivitis can usually be treated with anti-allergy medications such as antihistamines. If possible you should avoid the substance that triggered the allergy.

It's best not to wear contact lenses until the symptoms have cleared up. Any sticky or crusty coating on the eyelids or lashes can be cleansed with cotton wool and water.

Washing your hands regularly and not sharing pillows or towels will help prevent it spreading.",https://www.nhsinform.scot/illnesses-and-conditions/eyes/conjunctivitis/#about-conjunctivitis,FALSE,1,100,FALSE,FALSE,FALSE,0.00,50.00,FALSE,FALSE,FALSE
coronavirus,fever,entire body,new continuous cough,throat,loss of sense of smell and taste,nose,fatigue,entire body,breathlessness,chest,"Coronavirus (COVID-19) is the illness caused by a strain of coronavirus first identified in Wuhan city China. It can cause a new continuous cough fever or loss of or change in sense of smell or taste (anosmia).

Generally coronavirus can cause more severe symptoms in people with weakened immune systems older people and those with long term conditions like diabetes cancer and chronic lung disease. ","People can become infected when droplets land directly on them or they touch contaminated objects and surfaces. That is why good respiratory hygiene and hand washing are so important.

The virus might also spread by people 2 days before developing symptoms or by those who don’t develop significant symptoms at all.","Getting your coronavirus (COVID-19) vaccination remains the best way to protect yourself from the virus.

There are additional treatment options for selected groups of people with coronavirus who are thought to be at greater risk. These additional treatments need to be given soon after you get a positive PCR test result to be most effective. If treatment is offered to you you might have to travel to a day clinic at a hospital. You'll get instructions on where to get the treatment and how to get there and back safely. You'll receive a treatment called a monoclonal antibody treatment. This is normally given by intravenous infusion (in your vein). However your clinician may recommend an antiviral treatment to be taken orally instead.   Coronavirus is much less likely to progress to severe disease in people aged 12 to 17 even in those who might be viewed as at increased risk. Only those 12 to 17 year olds assessed as at exceptionally high risk will be offered an infusion of a monoclonal antibody treatment. The oral antiviral treatment (molnupiravir) is only authorised for use in adults over 18.",https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/coronavirus-covid-19/coronavirus-covid-19-treatments,FALSE,1,100,FALSE,FALSE,FALSE,0.00,50.00,FALSE,FALSE,FALSE
